*******************************************************************************
JPL/HORIZONS                     (2014 GL1)                2025-Sep-13 11:13:44
Rec #:50153757 (+COV) Soln.date: 2022-Aug-13_05:49:31        # obs: 25 (9 days)
 
IAU76/J2000 helio. ecliptic osc. elements (au, days, deg., period=Julian yrs):
 
  EPOCH=  2456749.5 ! 2014-Apr-02.00 (TDB)         Residual RMS= .36609
   EC= .6475353937496579   QR= .472191642518562    TP= 2456686.0365908728
   OM= 12.46941456662354   W=  60.04088268708605   IN= 4.827734013078516
   A= 1.339685273769538    MA= 40.33882989053424   ADIST= 2.207178905020514
   PER= 1.55064            N= .635623432           ANGMOM= .015172529
   DAN= .58786             DDN= 1.14974            L= 72.4221158
   B= 4.1814248            MOID= .0147038          TP= 2014-Jan-28.5365908728
 
Asteroid physical parameters (km, seconds, rotational period in hours):
   GM= n.a.                RAD= n.a.               ROTPER= n.a.
   H= 24.78                G= .150                 B-V= n.a.
                           ALBEDO= n.a.            STYP= n.a.

ASTEROID comments: 
1: soln ref.= JPL#7, OCC=9
2: source=ORB
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Sat Sep 13 11:13:44 2025 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: (2014 GL1)                      {source: JPL#7}
Center body name: Earth (399)                     {source: DE441}
Center-site name: Cerro Tololo Observatory, La Serena
*******************************************************************************
Start time      : A.D. 2024-Sep-05 00:00:00.0000 UT      
Stop  time      : A.D. 2024-Sep-09 23:00:00.0000 UT      
Step-size       : 45 minutes
*******************************************************************************
Target pole/equ : undefined
Target radii    : undefined                                                    
Center geodetic : 289.1941, -30.1691165, 2.38888  {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 289.1941,5520.92438,-3187.79599 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Small-body perts: Yes                             {source: SB441-N16}
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : JD  
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.250912.p251208                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2025-SEP-12. PREDICTS-> 2025-DEC-07
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2456749.5 ! 2014-Apr-02.00 (TDB)         Residual RMS= .36609        
   EC= .6475353937496579   QR= .472191642518562    TP= 2456686.0365908728      
   OM= 12.46941456662354   W=  60.04088268708605   IN= 4.827734013078516       
  Equivalent ICRF heliocentric cartesian coordinates (au, au/d):
   X=-1.112411916563852E+00  Y=-2.104629840325975E-01  Z=-8.969937433607350E-02
  VX=-8.127516421754046E-03 VY=-1.356127882663986E-02 VZ=-7.089842390636512E-03
Asteroid physical parameters (km, seconds, rotational period in hours):        
   GM= n.a.                RAD= n.a.               ROTPER= n.a.                
   H= 24.78                G= .150                 B-V= n.a.                   
                           ALBEDO= n.a.            STYP= n.a.                  
***********************************************************************************
Date_________JDUT, , , R.A.___(ICRF), DEC____(ICRF),             delta,     deldot,
2460559.843750000, , , 250.581066147, -28.802052972,  1.00491302916315,  5.2410313,
2460559.875000000, , , 250.584979032, -28.799989017,  1.00500702701273,  5.1733152,
2460559.906250000,A, , 250.588935641, -28.797963467,  1.00509975504343,  5.1007473,
2460559.937500000,C, , 250.592918375, -28.795978281,  1.00519114876607,  5.0259086,
2460559.968750000,*, , 250.596909052, -28.794033923,  1.00528119122144,  4.9514675,
2460560.000000000,*, , 250.600889611, -28.792129347,  1.00536991363069,  4.8800771,
2460560.031250000,*,m, 250.604842806, -28.790262035,  1.00545739418598,  4.8142721,
2460560.062500000,*,m, 250.608752875, -28.788428098,  1.00554375502781,  4.7563715,
2460560.093750000,*,m, 250.612606144, -28.786622421,  1.00562915752564,  4.7083891,
2460560.125000000,*,m, 250.616391558, -28.784838866,  1.00571379604378,  4.6719554,
2460560.156250000,*,m, 250.620101103, -28.783070504,  1.00579789043286,  4.6482547,
2460560.187500000,*,m, 250.623730118, -28.781309888,  1.00588167753660,  4.6379794,
2460560.218750000,*,m, 250.627277472, -28.779549337,  1.00596540204174,  4.6413034,
2460560.250000000,*,m, 250.630745608, -28.777781232,  1.00604930702398,  4.6578749,
2460560.281250000,*,m, 250.634140448, -28.775998314,  1.00613362455534,  4.6868303,
2460560.312500000,*,m, 250.637471164, -28.774193958,  1.00621856673547,  4.7268273,
2460560.343750000,*,m, 250.640749820, -28.772362436,  1.00630431749346,  4.7760969,
2460560.375000000,*,m, 250.643990911, -28.770499132,  1.00639102547707,  4.8325114,
2460560.406250000,*,m, 250.647210797, -28.768600722,  1.00647879830422,  4.8936669,
2460560.437500000,*,m, 250.650427074, -28.766665305,  1.00656769839890,  4.9569759,
2460560.468750000,N,m, 250.653657890, -28.764692470,  1.00665774057279,  5.0197672,
2460560.500000000, ,m, 250.656921250, -28.762683316,  1.00674889144592,  5.0793894,
2460560.531250000, ,m, 250.660234313, -28.760640408,  1.00684107072902,  5.1333131,
2460560.562500000, ,m, 250.663612734, -28.758567677,  1.00693415431784,  5.1792284,
2460560.593750000, , , 250.667070058, -28.756470266,  1.00702797908006,  5.2151346,
2460560.625000000, , , 250.670617195, -28.754354335,  1.00712234914938,  5.2394171,
2460560.656250000, , , 250.674262005, -28.752226817,  1.00721704348405,  5.2509100,
2460560.687500000, , , 250.678008989, -28.750095155,  1.00731182439720,  5.2489409,
2460560.718750000, , , 250.681859119, -28.747967012,  1.00740644672977,  5.2333569,
2460560.750000000, , , 250.685809801, -28.745849974,  1.00750066731150,  5.2045305,
2460560.781250000, , , 250.689854976, -28.743751259,  1.00759425434480,  5.1633452,
2460560.812500000, , , 250.693985353, -28.741677439,  1.00768699634904,  5.1111615,
2460560.843750000, , , 250.698188772, -28.739634183,  1.00777871032012,  5.0497640,
2460560.875000000, , , 250.702450671, -28.737626044,  1.00786924879062,  4.9812930,
2460560.906250000,A, , 250.706754648, -28.735656277,  1.00795850551778,  4.9081614,
2460560.937500000,C, , 250.711083096, -28.733726722,  1.00804641958030,  4.8329618,
2460560.968750000,*, , 250.715417881, -28.731837724,  1.00813297772567,  4.7583665,
2460561.000000000,*, , 250.719741044, -28.729988129,  1.00821821487757,  4.6870241,
2460561.031250000,*, , 250.724035490, -28.728175322,  1.00830221278367,  4.6214575,
2460561.062500000,*,m, 250.728285651, -28.726395332,  1.00838509685611,  4.5639663,
2460561.093750000,*,m, 250.732478083, -28.724642985,  1.00846703132608,  4.5165384,
2460561.125000000,*,m, 250.736601987, -28.722912103,  1.00854821289968,  4.4807727,
2460561.156250000,*,m, 250.740649624, -28.721195743,  1.00862886315953,  4.4578177,
2460561.187500000,*,m, 250.744616612, -28.719486464,  1.00870922000527,  4.4483271,
2460561.218750000,*,m, 250.748502098, -28.717776617,  1.00878952846320,  4.4524343,
2460561.250000000,*,m, 250.752308785, -28.716058638,  1.00887003121990,  4.4697474,
2460561.281250000,*,m, 250.756042832, -28.714325340,  1.00895095924513,  4.4993643,
2460561.312500000,*,m, 250.759713613, -28.712570191,  1.00903252286636,  4.5399072,
2460561.343750000,*,m, 250.763333352, -28.710787567,  1.00911490363968,  4.5895762,
2460561.375000000,*,m, 250.766916657, -28.708972966,  1.00919824733115,  4.6462184,
2460561.406250000,*,m, 250.770479948, -28.707123185,  1.00928265828010,  4.7074112,
2460561.437500000,*,m, 250.774040827, -28.705236441,  1.00936819536212,  4.7705559,
2460561.468750000,N,m, 250.777617393, -28.703312443,  1.00945486970799,  4.8329779,
2460561.500000000, ,m, 250.781227548, -28.701352395,  1.00954264426683,  4.8920304,
2460561.531250000, ,m, 250.784888302, -28.699358958,  1.00963143523020,  4.9451961,
2460561.562500000, ,m, 250.788615116, -28.697336142,  1.00972111526248,  4.9901848,
2460561.593750000, ,m, 250.792421307, -28.695289150,  1.00981151841230,  5.0250217,
2460561.625000000, , , 250.796317529, -28.693224178,  1.00990244651548,  5.0481239,
2460561.656250000, , , 250.800311371, -28.691148176,  1.00999367684174,  5.0583611,
2460561.687500000, , , 250.804407055, -28.689068577,  1.01008497069006,  5.0550996,
2460561.718750000, , , 250.808605280, -28.686993011,  1.01017608260018,  5.0382265,
2460561.750000000, , , 250.812903194, -28.684929012,  1.01026676982483,  5.0081544,
2460561.781250000, , , 250.817294504, -28.682883724,  1.01035680169675,  4.9658050,
2460561.812500000, , , 250.821769721, -28.680863627,  1.01044596852888,  4.9125737,
2460561.843750000, , , 250.826316526, -28.678874287,  1.01053408970440,  4.8502758,
2460561.875000000, , , 250.830920247, -28.676920142,  1.01062102064421,  4.7810763,
2460561.906250000,A, , 250.835564425, -28.675004330,  1.01070665838335,  4.7074062,
2460561.937500000,C, , 250.840231447, -28.673128570,  1.01079094554101,  4.6318691,
2460561.968750000,*, , 250.844903231, -28.671293092,  1.01087387253123,  4.5571403,
2460562.000000000,*, , 250.849561919, -28.669496636,  1.01095547792877,  4.4858637,
2460562.031250000,*, , 250.854190565, -28.667736492,  1.01103584697626,  4.4205495,
2460562.062500000,*,m, 250.858773795, -28.666008613,  1.01111510828992,  4.3634780,
2460562.093750000,*,m, 250.863298392, -28.664307764,  1.01119342889093,  4.3166107,
2460562.125000000,*,m, 250.867753810, -28.662627732,  1.01127100775402,  4.2815152,
2460562.156250000,*,m, 250.872132579, -28.660961557,  1.01134806812196,  4.2593042,
2460562.187500000,*,m, 250.876430595, -28.659301810,  1.01142484888256,  4.2505929,
2460562.218750000,*,m, 250.880647274, -28.657640872,  1.01150159534078,  4.2554749,
2460562.250000000,*,m, 250.884785575, -28.655971233,  1.01157854974219,  4.2735186,
2460562.281250000,*,m, 250.888851888, -28.654285779,  1.01165594191352,  4.3037840,
2460562.312500000,*,m, 250.892855783, -28.652578068,  1.01173398038199,  4.3448586,
2460562.343750000,*,m, 250.896809643, -28.650842578,  1.01181284431628,  4.3949124,
2460562.375000000,*,m, 250.900728180, -28.649074923,  1.01189267660063,  4.4517681,
2460562.406250000,*,m, 250.904627874, -28.647272015,  1.01197357830996,  4.5129851,
2460562.437500000,*,m, 250.908526327, -28.645432191,  1.01205560479926,  4.5759544,
2460562.468750000,N,m, 250.912441591, -28.643555271,  1.01213876355891,  4.6379987,
2460562.500000000, ,m, 250.916391463, -28.641642566,  1.01222301391849,  4.6964761,
2460562.531250000, ,m, 250.920392805, -28.639696831,  1.01230826861095,  4.7488820,
2460562.562500000, ,m, 250.924460886, -28.637722150,  1.01239439713638,  4.7929460,
2460562.593750000, ,m, 250.928608795, -28.635723784,  1.01248123079563,  4.8267197,
2460562.625000000, ,m, 250.932846937, -28.633707966,  1.01256856919911,  4.8486515,
2460562.656250000, ,m, 250.937182632, -28.631681659,  1.01265618799911,  4.8576468,
2460562.687500000, , , 250.941619829, -28.629652288,  1.01274384754727,  4.8531103,
2460562.718750000, , , 250.946158959, -28.627627449,  1.01283130214213,  4.8349687,
2460562.750000000, , , 250.950796917, -28.625614622,  1.01291830951034,  4.8036740,
2460562.781250000, , , 250.955527182, -28.623620879,  1.01300464015483,  4.7601853,
2460562.812500000, , , 250.960340070, -28.621652610,  1.01309008620944,  4.7059325,
2460562.843750000, , , 250.965223111, -28.619715277,  1.01317446945827,  4.6427605,
2460562.875000000, , , 250.970161526, -28.617813208,  1.01325764821017,  4.5728584,
2460562.906250000,A, , 250.975138800, -28.615949424,  1.01333952276348,  4.4986747,
2460562.937500000,C, , 250.980137320, -28.614125526,  1.01342003924994,  4.4228230,
2460562.968750000,*, , 250.985139054, -28.612341634,  1.01349919170978,  4.3479810,
2460563.000000000,*, , 250.990126246, -28.610596380,  1.01357702231774,  4.2767873,
2460563.031250000,*, , 250.995082101, -28.608886965,  1.01365361975145,  4.2117395,
2460563.062500000,*, , 250.999991435, -28.607209266,  1.01372911576483,  4.1550975,
2460563.093750000,*,m, 251.004841255, -28.605557991,  1.01380368009875,  4.1087968,
2460563.125000000,*,m, 251.009621266, -28.603926891,  1.01387751392503,  4.0743735,
2460563.156250000,*,m, 251.014324264, -28.602308994,  1.01395084207672,  4.0529047,
2460563.187500000,*,m, 251.018946414, -28.600696879,  1.01402390436422,  4.0449674,
2460563.218750000,*,m, 251.023487399, -28.599082961,  1.01409694631236,  4.0506159,
2460563.250000000,*,m, 251.027950428, -28.597459781,  1.01417020967600,  4.0693795,
2460563.281250000,*,m, 251.032342118, -28.595820299,  1.01424392310021,  4.1002809,
2460563.312500000,*,m, 251.036672229, -28.594158162,  1.01431829328572,  4.1418737,
2460563.343750000,*,m, 251.040953296, -28.592467951,  1.01439349700108,  4.1922984,
2460563.375000000,*,m, 251.045200136, -28.590745388,  1.01446967425000,  4.2493540,
2460563.406250000,*,m, 251.049429281, -28.588987503,  1.01454692285807,  4.3105831,
2460563.437500000,*,m, 251.053658335, -28.587192746,  1.01462529468818,  4.3733667,
$$EOE
***********************************************************************************
Column meaning:
 
TIME

  Times PRIOR to 1962 are UT1, a mean-solar time closely related to the
prior but now-deprecated GMT. Times AFTER 1962 are in UTC, the current
civil or "wall-clock" time-scale. UTC is kept within 0.9 seconds of UT1
using integer leap-seconds for 1972 and later years.

  Conversion from the internal Barycentric Dynamical Time (TDB) of solar
system dynamics to the non-uniform civil UT time-scale requested for output
has not been determined for UTC times after the next July or January 1st.
Therefore, the last known leap-second is used as a constant over future
intervals.

  Time tags refer to the UT time-scale conversion from TDB on Earth
regardless of observer location within the solar system, although clock
rates may differ due to the local gravity field and no analog to "UT"
may be defined for that location.

  Any 'b' symbol in the 1st-column denotes a B.C. date. First-column blank
(" ") denotes an A.D. date.
 
CALENDAR SYSTEM

  Mixed calendar mode was active such that calendar dates after AD 1582-Oct-15
(if any) are in the modern Gregorian system. Dates prior to 1582-Oct-5 (if any)
are in the Julian calendar system, which is automatically extended for dates
prior to its adoption on 45-Jan-1 BC.  The Julian calendar is useful for
matching historical dates. The Gregorian calendar more accurately corresponds
to the Earth's orbital motion and seasons. A "Gregorian-only" calendar mode is
available if such physical events are the primary interest.

  NOTE: "n.a." in output means quantity "not available" at the print-time.
 
SOLAR PRESENCE (OBSERVING SITE)
  Time tag is followed by a blank, then a solar-presence symbol:

       '*'  Daylight (refracted solar upper-limb on or above apparent horizon)
       'C'  Civil twilight/dawn
       'N'  Nautical twilight/dawn
       'A'  Astronomical twilight/dawn
       ' '  Night OR geocentric ephemeris

LUNAR PRESENCE (OBSERVING SITE)
  The solar-presence symbol is immediately followed by a lunar-presence symbol:

       'm'  Refracted upper-limb of Moon on or above apparent horizon
       ' '  Refracted upper-limb of Moon below apparent horizon OR geocentric
            ephemeris
 
 'R.A.___(ICRF), DEC____(ICRF),' =
  Astrometric right ascension and declination of the target center with
respect to the observing site (coordinate origin) in the reference frame of
the planetary ephemeris (ICRF). Compensated for down-leg light-time delay
aberration.

  Units: RA  in decimal degrees,  ddd.fffff{ffff}
         DEC in decimal degrees,  sdd.fffff{ffff}
 
 'delta,     deldot,' =
   Apparent range ("delta", light-time aberrated) and range-rate ("delta-dot")
of the target center relative to the observer. A positive "deldot" means the
target center is moving away from the observer, negative indicates movement
toward the observer.  Units: AU and KM/S

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/horizons_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Author      : Jon.D.Giorgini@jpl.nasa.gov

***********************************************************************************
