*******************************************************************************
JPL/HORIZONS                     (2024 RO2)                2025-Sep-13 11:13:03
Rec #:50609279 (+COV) Soln.date: 2025-Mar-18_05:47:50      # obs: 110 (32 days)
 
IAU76/J2000 helio. ecliptic osc. elements (au, days, deg., period=Julian yrs):
 
  EPOCH=  2460566.5 ! 2024-Sep-13.00 (TDB)         Residual RMS= .24158
   EC= .4474120706122279   QR= .9421650032379834   TP= 2460615.833000592
   OM= 190.7715649313436   W=  216.2617359432454   IN= 7.126453478847262
   A= 1.70500467551261     MA= 338.1599693279555   ADIST= 2.467844347787236
   PER= 2.22637            N= .44270631            ANGMOM= .0200882
   DAN= 2.13331            DDN= 1.00216            L= 46.8216338
   B= -4.20804             MOID= .00110099         TP= 2024-Nov-01.3330005920
 
Asteroid physical parameters (km, seconds, rotational period in hours):
   GM= n.a.                RAD= n.a.               ROTPER= n.a.
   H= 24.87                G= .150                 B-V= n.a.
                           ALBEDO= n.a.            STYP= n.a.

ASTEROID comments: 
1: soln ref.= JPL#15, OCC=6
2: source=ORB
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Sat Sep 13 11:13:03 2025 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: (2024 RO2)                      {source: JPL#15}
Center body name: Earth (399)                     {source: DE441}
Center-site name: Cerro Tololo Observatory, La Serena
*******************************************************************************
Start time      : A.D. 2024-Sep-05 00:00:00.0000 UT      
Stop  time      : A.D. 2024-Sep-09 23:00:00.0000 UT      
Step-size       : 45 minutes
*******************************************************************************
Target pole/equ : undefined
Target radii    : undefined                                                    
Center geodetic : 289.1941, -30.1691165, 2.38888  {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 289.1941,5520.92438,-3187.79599 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Small-body perts: Yes                             {source: SB441-N16}
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : JD  
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.250912.p251208                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2025-SEP-12. PREDICTS-> 2025-DEC-07
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2460566.5 ! 2024-Sep-13.00 (TDB)         Residual RMS= .24158        
   EC= .4474120706122279   QR= .9421650032379834   TP= 2460615.833000592       
   OM= 190.7715649313436   W=  216.2617359432454   IN= 7.126453478847262       
  Equivalent ICRF heliocentric cartesian coordinates (au, au/d):
   X= 1.080429857483769E+00  Y=-1.991716002076761E-01  Z=-3.263445757594147E-02
  VX=-2.131760916811051E-03 VY= 1.822109603191328E-02 VZ= 5.324052549716015E-03
Asteroid physical parameters (km, seconds, rotational period in hours):        
   GM= n.a.                RAD= n.a.               ROTPER= n.a.                
   H= 24.87                G= .150                 B-V= n.a.                   
                           ALBEDO= n.a.            STYP= n.a.                  
***********************************************************************************
Date_________JDUT, , , R.A.___(ICRF), DEC____(ICRF),             delta,     deldot,
2460559.843750000, , , 332.569736122,  17.643102655,  0.14307905631615, -9.8723654,
2460559.875000000, , , 332.569981985,  17.648723647,  0.14290113019193, -9.8457852,
2460559.906250000,A, , 332.570822741,  17.654305623,  0.14272355433546, -9.8336584,
2460559.937500000,C, , 332.572275307,  17.659882545,  0.14254606381821, -9.8363398,
2460559.968750000,*, , 332.574333433,  17.665488775,  0.14236839246749, -9.8536120,
2460560.000000000,*, , 332.576967892,  17.671157750,  0.14219028314424, -9.8846947,
2460560.031250000,*,m, 332.580127567,  17.676920693,  0.14201149766539, -9.9282746,
2460560.062500000,*,m, 332.583741382,  17.682805399,  0.14183182598894, -9.9825568,
2460560.093750000,*,m, 332.587721003,  17.688835158,  0.14165109430848,-10.0453340,
2460560.125000000,*,m, 332.591964205,  17.695027846,  0.14146917174702,-10.1140718,
2460560.156250000,*,m, 332.596358792,  17.701395218,  0.14128597539368,-10.1860067,
2460560.187500000,*,m, 332.600786891,  17.707942444,  0.14110147349107,-10.2582523,
2460560.218750000,*,m, 332.605129489,  17.714667885,  0.14091568665142,-10.3279106,
2460560.250000000,*,m, 332.609271019,  17.721563137,  0.14072868705567,-10.3921837,
2460560.281250000,*,m, 332.613103827,  17.728613329,  0.14054059566592,-10.4484816,
2460560.312500000,*,m, 332.616532352,  17.735797678,  0.14035157755825,-10.4945218,
2460560.343750000,*,m, 332.619476850,  17.743090262,  0.14016183555438,-10.5284178,
2460560.375000000,*,m, 332.621876525,  17.750461009,  0.13997160239612,-10.5487514,
2460560.406250000,*,m, 332.623691944,  17.757876833,  0.13978113176285,-10.5546282,
2460560.437500000,*,m, 332.624906629,  17.765302912,  0.13959068847695,-10.5457120,
2460560.468750000,N,m, 332.625527778,  17.772704017,  0.13940053827436,-10.5222381,
2460560.500000000, ,m, 332.625586062,  17.780045887,  0.13921093753477,-10.4850046,
2460560.531250000, ,m, 332.625134524,  17.787296555,  0.13902212336849,-10.4353417,
2460560.562500000, ,m, 332.624246593,  17.794427598,  0.13883430444411,-10.3750608,
2460560.593750000, , , 332.623013311,  17.801415260,  0.13864765291297,-10.3063838,
2460560.625000000, , , 332.621539859,  17.808241392,  0.13846229774460,-10.2318582,
2460560.656250000, , , 332.619941520,  17.814894179,  0.13827831973276,-10.1542576,
2460560.687500000, , , 332.618339238,  17.821368622,  0.13809574836678,-10.0764749,
2460560.718750000, , , 332.616854946,  17.827666762,  0.13791456069042,-10.0014098,
2460560.750000000, , , 332.615606841,  17.833797619,  0.13773468219252, -9.9318568,
2460560.781250000, , , 332.614704787,  17.839776867,  0.13755598969483, -9.8703967,
2460560.812500000, , , 332.614246041,  17.845626249,  0.13737831612373, -9.8192970,
2460560.843750000, , , 332.614311454,  17.851372745,  0.13720145697980, -9.7804239,
2460560.875000000, , , 332.614962303,  17.857047546,  0.13702517825264, -9.7551707,
2460560.906250000,A, , 332.616237883,  17.862684854,  0.13684922547298, -9.7444039,
2460560.937500000,C, , 332.618153936,  17.868320570,  0.13667333355013, -9.7484301,
2460560.968750000,*, , 332.620702000,  17.873990905,  0.13649723701346, -9.7669848,
2460561.000000000,*, , 332.623849685,  17.879730988,  0.13632068026160, -9.7992425,
2460561.031250000,*, , 332.627541879,  17.885573504,  0.13614342742398, -9.8438494,
2460561.062500000,*,m, 332.631702827,  17.891547428,  0.13596527145482, -9.8989757,
2460561.093750000,*,m, 332.636239009,  17.897676904,  0.13578604211061, -9.9623864,
2460561.125000000,*,m, 332.641042709,  17.903980295,  0.13560561250500,-10.0315275,
2460561.156250000,*,m, 332.645996139,  17.910469465,  0.13542390399057,-10.1036250,
2460561.187500000,*,m, 332.650975949,  17.917149301,  0.13524088918107,-10.1757911,
2460561.218750000,*,m, 332.655857974,  17.924017507,  0.13505659299880,-10.2451359,
2460561.250000000,*,m, 332.660522019,  17.931064661,  0.13487109170760,-10.3088786,
2460561.281250000,*,m, 332.664856507,  17.938274561,  0.13468450996838,-10.3644544,
2460561.312500000,*,m, 332.668762810,  17.945624819,  0.13449701603005,-10.4096138,
2460561.343750000,*,m, 332.672159099,  17.953087704,  0.13430881523967,-10.4425088,
2460561.375000000,*,m, 332.674983557,  17.960631192,  0.13412014212042,-10.4617648,
2460561.406250000,*,m, 332.677196844,  17.968220180,  0.13393125132112,-10.4665336,
2460561.437500000,*,m, 332.678783688,  17.975817839,  0.13374240778492,-10.4565265,
2460561.468750000,N,m, 332.679753566,  17.983387026,  0.13355387651569,-10.4320255,
2460561.500000000, ,m, 332.680140425,  17.990891725,  0.13336591233669,-10.3938730,
2460561.531250000, ,m, 332.680001455,  17.998298448,  0.13317875003773,-10.3434394,
2460561.562500000, ,m, 332.679414952,  18.005577550,  0.13299259529245,-10.2825702,
2460561.593750000, ,m, 332.678477356,  18.012704389,  0.13280761669852,-10.2135150,
2460561.625000000, , , 332.677299576,  18.019660315,  0.13262393925055,-10.1388403,
2460561.656250000, , , 332.676002732,  18.026433409,  0.13244163949990,-10.0613300,
2460561.687500000, , , 332.674713488,  18.033018982,  0.13226074259038, -9.9838781,
2460561.718750000, , , 332.673559157,  18.039419777,  0.13208122128554, -9.9093761,
2460561.750000000, , , 332.672662768,  18.045645893,  0.13190299702543, -9.8406011,
2460561.781250000, , , 332.672138279,  18.051714417,  0.13172594297136, -9.7801083,
2460561.812500000, , , 332.672086142,  18.057648780,  0.13154988891970, -9.7301323,
2460561.843750000, , , 332.672589380,  18.063477870,  0.13137462789257, -9.6925003,
2460561.875000000, , , 332.673710327,  18.069234928,  0.13119992414838, -9.6685620,
2460561.906250000,A, , 332.675488178,  18.074956269,  0.13102552230037, -9.6591376,
2460561.937500000,C, , 332.677937420,  18.080679890,  0.13085115718868, -9.6644863,
2460561.968750000,*, , 332.681047224,  18.086444003,  0.13067656412321, -9.6842972,
2460562.000000000,*, , 332.684781810,  18.092285560,  0.13050148910116, -9.7177009,
2460562.031250000,*, , 332.689081778,  18.098238826,  0.13032569860507, -9.7633040,
2460562.062500000,*,m, 332.693866351,  18.104334051,  0.13014898860431, -9.8192432,
2460562.093750000,*,m, 332.699036441,  18.110596293,  0.12997119241438, -9.8832570,
2460562.125000000,*,m, 332.704478434,  18.117044443,  0.12979218711309, -9.9527733,
2460562.156250000,*,m, 332.710068530,  18.123690477,  0.12961189826833,-10.0250083,
2460562.187500000,*,m, 332.715677493,  18.130538973,  0.12943030279704,-10.0970741,
2460562.218750000,*,m, 332.721175617,  18.137586915,  0.12924742984644,-10.1660899,
2460562.250000000,*,m, 332.726437725,  18.144823781,  0.12906335966430,-10.2292923,
2460562.281250000,*,m, 332.731348015,  18.152231921,  0.12887822050151,-10.2841425,
2460562.312500000,*,m, 332.735804554,  18.159787213,  0.12869218366536,-10.3284239,
2460562.343750000,*,m, 332.739723259,  18.167459961,  0.12850545691275,-10.3603271,
2460562.375000000,*,m, 332.743041208,  18.175216028,  0.12831827643632,-10.3785207,
2460562.406250000,*,m, 332.745719147,  18.183018127,  0.12813089775041,-10.3822022,
2460562.437500000,*,m, 332.747743092,  18.190827255,  0.12794358582724,-10.3711294,
2460562.468750000,N,m, 332.749124964,  18.198604195,  0.12775660486265,-10.3456303,
2460562.500000000, ,m, 332.749902227,  18.206311035,  0.12757020806645,-10.3065905,
2460562.531250000, ,m, 332.750136524,  18.213912642,  0.12738462787204,-10.2554191,
2460562.562500000, ,m, 332.749911386,  18.221378045,  0.12720006694486,-10.1939948,
2460562.593750000, ,m, 332.749329062,  18.228681650,  0.12701669033892,-10.1245933,
2460562.625000000, ,m, 332.748506628,  18.235804265,  0.12683461910676,-10.0497988,
2460562.656250000, ,m, 332.747571489,  18.242733866,  0.12665392561195, -9.9724047,
2460562.687500000, , , 332.746656474,  18.249466099,  0.12647463072709, -9.8953049,
2460562.718750000, , , 332.745894699,  18.256004477,  0.12629670302668, -9.8213817,
2460562.750000000, , , 332.745414405,  18.262360274,  0.12612006000649, -9.7533945,
2460562.781250000, , , 332.745333974,  18.268552108,  0.12594457128136, -9.6938723,
2460562.812500000, , , 332.745757313,  18.274605249,  0.12577006363655, -9.6450165,
2460562.843750000, , , 332.746769797,  18.280550658,  0.12559632773498, -9.6086156,
2460562.875000000, , , 332.748434917,  18.286423799,  0.12542312621892, -9.5859760,
2460562.906250000,A, , 332.750791776,  18.292263284,  0.12525020289032, -9.5778723,
2460562.937500000,C, , 332.753853524,  18.298109386,  0.12507729261326, -9.5845172,
2460562.968750000,*, , 332.757606796,  18.304002487,  0.12490413155458, -9.6055540,
2460563.000000000,*, , 332.762012172,  18.309981519,  0.12473046736655, -9.6400710,
2460563.031250000,*, , 332.767005640,  18.316082461,  0.12455606891917, -9.6866365,
2460563.062500000,*, , 332.772501019,  18.322336946,  0.12438073520749, -9.7433548,
2460563.093750000,*,m, 332.778393226,  18.328771028,  0.12420430309240, -9.8079393,
2460563.125000000,*,m, 332.784562288,  18.335404164,  0.12402665357844, -9.8778009,
2460563.156250000,*,m, 332.790877925,  18.342248451,  0.12384771638891, -9.9501477,
2460563.187500000,*,m, 332.797204546,  18.349308133,  0.12366747266393,-10.0220925,
2460563.218750000,*,m, 332.803406460,  18.356579410,  0.12348595567862,-10.0907640,
2460563.250000000,*,m, 332.809353109,  18.364050563,  0.12330324955443,-10.1534175,
2460563.281250000,*,m, 332.814924117,  18.371702370,  0.12311948601311,-10.2075402,
2460563.312500000,*,m, 332.820013968,  18.379508817,  0.12293483929711,-10.2509484,
2460563.343750000,*,m, 332.824536130,  18.387438078,  0.12274951945081,-10.2818715,
2460563.375000000,*,m, 332.828426466,  18.395453715,  0.12256376421950,-10.2990205,
2460563.406250000,*,m, 332.831645798,  18.403516066,  0.12237782987665,-10.3016380,
2460563.437500000,*,m, 332.834181512,  18.411583765,  0.12219198133171,-10.2895276,
$$EOE
***********************************************************************************
Column meaning:
 
TIME

  Times PRIOR to 1962 are UT1, a mean-solar time closely related to the
prior but now-deprecated GMT. Times AFTER 1962 are in UTC, the current
civil or "wall-clock" time-scale. UTC is kept within 0.9 seconds of UT1
using integer leap-seconds for 1972 and later years.

  Conversion from the internal Barycentric Dynamical Time (TDB) of solar
system dynamics to the non-uniform civil UT time-scale requested for output
has not been determined for UTC times after the next July or January 1st.
Therefore, the last known leap-second is used as a constant over future
intervals.

  Time tags refer to the UT time-scale conversion from TDB on Earth
regardless of observer location within the solar system, although clock
rates may differ due to the local gravity field and no analog to "UT"
may be defined for that location.

  Any 'b' symbol in the 1st-column denotes a B.C. date. First-column blank
(" ") denotes an A.D. date.
 
CALENDAR SYSTEM

  Mixed calendar mode was active such that calendar dates after AD 1582-Oct-15
(if any) are in the modern Gregorian system. Dates prior to 1582-Oct-5 (if any)
are in the Julian calendar system, which is automatically extended for dates
prior to its adoption on 45-Jan-1 BC.  The Julian calendar is useful for
matching historical dates. The Gregorian calendar more accurately corresponds
to the Earth's orbital motion and seasons. A "Gregorian-only" calendar mode is
available if such physical events are the primary interest.

  NOTE: "n.a." in output means quantity "not available" at the print-time.
 
SOLAR PRESENCE (OBSERVING SITE)
  Time tag is followed by a blank, then a solar-presence symbol:

       '*'  Daylight (refracted solar upper-limb on or above apparent horizon)
       'C'  Civil twilight/dawn
       'N'  Nautical twilight/dawn
       'A'  Astronomical twilight/dawn
       ' '  Night OR geocentric ephemeris

LUNAR PRESENCE (OBSERVING SITE)
  The solar-presence symbol is immediately followed by a lunar-presence symbol:

       'm'  Refracted upper-limb of Moon on or above apparent horizon
       ' '  Refracted upper-limb of Moon below apparent horizon OR geocentric
            ephemeris
 
 'R.A.___(ICRF), DEC____(ICRF),' =
  Astrometric right ascension and declination of the target center with
respect to the observing site (coordinate origin) in the reference frame of
the planetary ephemeris (ICRF). Compensated for down-leg light-time delay
aberration.

  Units: RA  in decimal degrees,  ddd.fffff{ffff}
         DEC in decimal degrees,  sdd.fffff{ffff}
 
 'delta,     deldot,' =
   Apparent range ("delta", light-time aberrated) and range-rate ("delta-dot")
of the target center relative to the observer. A positive "deldot" means the
target center is moving away from the observer, negative indicates movement
toward the observer.  Units: AU and KM/S

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/horizons_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Author      : Jon.D.Giorgini@jpl.nasa.gov

***********************************************************************************
