*******************************************************************************
JPL/HORIZONS                     (2020 UF7)                2025-Sep-17 16:42:11
Rec #:50463650 (+COV) Soln.date: 2021-Apr-15_23:13:46    # obs: 121 (2020-2021)
 
IAU76/J2000 helio. ecliptic osc. elements (au, days, deg., period=Julian yrs):
 
  EPOCH=  2459188.5 ! 2020-Dec-05.00 (TDB)         Residual RMS= .18348
   EC= .09358389339599324  QR= 1.018060132471913   TP= 2459227.6366210692
   OM= 171.2368974997747   W=  297.6999851744899   IN= 1.97015518299384
   A= 1.123170831866827    MA= 327.5945037570424   ADIST= 1.228281531261741
   PER= 1.19036            N= .828009556           ANGMOM= .018150735
   DAN= 1.06692            DDN= 1.16397            L= 108.9508286
   B= -1.7442888           MOID= .0445109          TP= 2021-Jan-13.1366210692
 
Asteroid physical parameters (km, seconds, rotational period in hours):
   GM= n.a.                RAD= n.a.               ROTPER= n.a.
   H= 24.74                G= .150                 B-V= n.a.
                           ALBEDO= n.a.            STYP= n.a.

ASTEROID comments: 
1: soln ref.= JPL#26, OCC=3
2: source=ORB
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Wed Sep 17 16:42:11 2025 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: (2020 UF7)                      {source: JPL#26}
Center body name: Earth (399)                     {source: DE441}
Center-site name: Cerro Tololo Observatory, La Serena
*******************************************************************************
Start time      : A.D. 2024-Sep-05 00:00:00.0000 UT      
Stop  time      : A.D. 2024-Sep-09 23:00:00.0000 UT      
Step-size       : 45 minutes
*******************************************************************************
Target pole/equ : undefined
Target radii    : undefined                                                    
Center geodetic : 289.1941, -30.1691165, 2.38888  {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 289.1941,5520.92438,-3187.79599 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Small-body perts: Yes                             {source: SB441-N16}
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : JD  
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.250917.p251213                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2025-SEP-17. PREDICTS-> 2025-DEC-12
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2459188.5 ! 2020-Dec-05.00 (TDB)         Residual RMS= .18348        
   EC= .09358389339599324  QR= 1.018060132471913   TP= 2459227.6366210692      
   OM= 171.2368974997747   W=  297.6999851744899   IN= 1.97015518299384        
  Equivalent ICRF heliocentric cartesian coordinates (au, au/d):
   X= 3.518851120035434E-01  Y= 9.089331920503839E-01  Z= 3.559130527713347E-01
  VX=-1.677975952293990E-02 VY= 4.651420383425420E-03 VZ= 1.925958555364170E-03
Asteroid physical parameters (km, seconds, rotational period in hours):        
   GM= n.a.                RAD= n.a.               ROTPER= n.a.                
   H= 24.74                G= .150                 B-V= n.a.                   
                           ALBEDO= n.a.            STYP= n.a.                  
***********************************************************************************
Date_________JDUT, , , R.A.___(ICRF), DEC____(ICRF),             delta,     deldot,
2460559.875000000, , , 150.790868572,  11.287321940,  1.96596136071385,  0.4090463,
2460559.906250000,A, , 150.820086585,  11.277224956,  1.96596866107783,  0.4024731,
2460559.937500000,C, , 150.849259808,  11.267125152,  1.96597597948205,  0.4110435,
2460559.968750000,*, , 150.878389098,  11.257020976,  1.96598358737617,  0.4344546,
2460560.000000000,*, , 150.907476900,  11.246910944,  1.96599174556010,  0.4718330,
2460560.031250000,*,m, 150.936527151,  11.236793697,  1.96600069415676,  0.5217681,
2460560.062500000,*,m, 150.965545131,  11.226668055,  1.96601064337853,  0.5823666,
2460560.093750000,*,m, 150.994537259,  11.216533061,  1.96602176544281,  0.6513248,
2460560.125000000,*,m, 151.023510848,  11.206388017,  1.96603418794761,  0.7260177,
2460560.156250000,*,m, 151.052473819,  11.196232511,  1.96604798896205,  0.8035995,
2460560.187500000,*,m, 151.081434403,  11.186066433,  1.96606319402085,  0.8811129,
2460560.218750000,*,m, 151.110400819,  11.175889977,  1.96607977513856,  0.9556033,
2460560.250000000,*,m, 151.139380961,  11.165703638,  1.96609765188159,  1.0242320,
2460560.281250000,*,m, 151.168382093,  11.155508184,  1.96611669445697,  1.0843854,
2460560.312500000,*,m, 151.197410573,  11.145304634,  1.96613672869906,  1.1337758,
2460560.343750000,*,m, 151.226471603,  11.135094215,  1.96615754276270,  1.1705287,
2460560.375000000,*,m, 151.255569036,  11.124878316,  1.96617889526515,  1.1932559,
2460560.406250000,*,m, 151.284705222,  11.114658432,  1.96620052456410,  1.2011078,
2460560.437500000,*,m, 151.313880923,  11.104436109,  1.96622215881476,  1.1938069,
2460560.468750000,N,m, 151.343095278,  11.094212883,  1.96624352641950,  1.1716581,
2460560.500000000, ,m, 151.372345842,  11.083990223,  1.96626436646828,  1.1355371,
2460560.531250000, ,m, 151.401628680,  11.073769473,  1.96628443876856,  1.0868565,
2460560.562500000, ,m, 151.430938512,  11.063551802,  1.96630353307923,  1.0275122,
2460560.593750000, , , 151.460268924,  11.053338158,  1.96632147719356,  0.9598098,
2460560.625000000, , , 151.489612611,  11.043129233,  1.96633814356064,  0.8863762,
2460560.656250000, , , 151.518961655,  11.032925440,  1.96635345419076,  0.8100590,
2460560.687500000, , , 151.548307837,  11.022726891,  1.96636738365626,  0.7338167,
2460560.718750000, , , 151.577642946,  11.012533399,  1.96637996007224,  0.6606051,
2460560.750000000, , , 151.606959097,  11.002344486,  1.96639126401967,  0.5932638,
2460560.781250000, , , 151.636249034,  10.992159398,  1.96640142545167,  0.5344070,
2460560.812500000, , , 151.665506410,  10.981977138,  1.96641061870211,  0.4863227,
2460560.843750000, , , 151.694726030,  10.971796502,  1.96641905578777,  0.4508852,
2460560.875000000, , , 151.723904049,  10.961616129,  1.96642697826143,  0.4294829,
2460560.906250000,A, , 151.753038122,  10.951434552,  1.96643464792877,  0.4229646,
2460560.937500000,C, , 151.782127493,  10.941250255,  1.96644233678577,  0.4316070,
2460560.968750000,*, , 151.811173027,  10.931061730,  1.96645031656314,  0.4551040,
2460561.000000000,*, , 151.840177171,  10.920867537,  1.96645884827989,  0.4925786,
2460561.031250000,*, , 151.869143864,  10.910666359,  1.96646817220749,  0.5426161,
2460561.062500000,*,m, 151.898078385,  10.900457051,  1.96647849863058,  0.6033188,
2460561.093750000,*,m, 151.926987150,  10.890238686,  1.96648999975968,  0.6723786,
2460561.125000000,*,m, 151.955877465,  10.880010590,  1.96650280310701,  0.7471662,
2460561.156250000,*,m, 151.984757243,  10.869772363,  1.96651698658032,  0.8248317,
2460561.187500000,*,m, 152.013634704,  10.859523902,  1.96653257548366,  0.9024144,
2460561.218750000,*,m, 152.042518056,  10.849265399,  1.96654954154053,  0.9769564,
2460561.250000000,*,m, 152.071415181,  10.838997333,  1.96656780397725,  1.0456168,
2460561.281250000,*,m, 152.100333330,  10.828720455,  1.96658723262491,  1.1057804,
2460561.312500000,*,m, 152.129278846,  10.818435754,  1.96660765292074,  1.1551585,
2460561.343750000,*,m, 152.158256920,  10.808144422,  1.96662885261666,  1.1918770,
2460561.375000000,*,m, 152.187271393,  10.797847808,  1.96665058993702,  1.2145486,
2460561.406250000,*,m, 152.216324604,  10.787547364,  1.96667260287178,  1.2223255,
2460561.437500000,*,m, 152.245417306,  10.777244589,  1.96669461924801,  1.2149327,
2460561.468750000,N,m, 152.274548633,  10.766940975,  1.96671636719232,  1.1926784,
2460561.500000000, ,m, 152.303716135,  10.756637946,  1.96673758558206,  1.1564420,
2460561.531250000, ,m, 152.332915875,  10.746336804,  1.96675803408355,  1.1076405,
2460561.562500000, ,m, 152.362142576,  10.736038682,  1.96677750239152,  1.0481737,
2460561.593750000, ,m, 152.391389826,  10.725744499,  1.96679581831469,  0.9803519,
2460561.625000000, , , 152.420650325,  10.715454924,  1.96681285439659,  0.9068063,
2460561.656250000, , , 152.449916167,  10.705170354,  1.96682853281742,  0.8303885,
2460561.687500000, , , 152.479179140,  10.694890897,  1.96684282838824,  0.7540606,
2460561.718750000, , , 152.508431045,  10.684616371,  1.96685576952261,  0.6807814,
2460561.750000000, , , 152.537664012,  10.674346307,  1.96686743714799,  0.6133928,
2460561.781250000, , , 152.566870796,  10.664079972,  1.96687796159873,  0.5545103,
2460561.812500000, , , 152.596045065,  10.653816399,  1.96688751760984,  0.5064230,
2460561.843750000, , , 152.625181636,  10.643554419,  1.96689631760356,  0.4710048,
2460561.875000000, , , 152.654276676,  10.633292711,  1.96690460352674,  0.4496430,
2460561.906250000,A, , 152.683327851,  10.623029852,  1.96691263755248,  0.4431845,
2460561.937500000,C, , 152.712334416,  10.612764370,  1.96692069200313,  0.4519035,
2460561.968750000,*, , 152.741297239,  10.602494804,  1.96692903888217,  0.4754905,
2460562.000000000,*, , 152.770218774,  10.592219760,  1.96693793941706,  0.5130647,
2460562.031250000,*, , 152.799102961,  10.581937960,  1.96694763401531,  0.5632072,
2460562.062500000,*,m, 152.827955079,  10.571648298,  1.96695833301988,  0.6240158,
2460562.093750000,*,m, 152.856781540,  10.561349875,  1.96697020861962,  0.6931783,
2460562.125000000,*,m, 152.885589643,  10.551042039,  1.96698338822588,  0.7680608,
2460562.156250000,*,m, 152.914387296,  10.540724407,  1.96699794957024,  0.8458094,
2460562.187500000,*,m, 152.943182707,  10.530396881,  1.96701391771210,  0.9234599,
2460562.218750000,*,m, 152.971984073,  10.520059647,  1.96703126407138,  0.9980516,
2460562.250000000,*,m, 153.000799263,  10.509713175,  1.96704990752360,  1.0667411,
2460562.281250000,*,m, 153.029635515,  10.499358192,  1.96706971751554,  1.1269118,
2460562.312500000,*,m, 153.058499159,  10.488995661,  1.96709051908153,  1.1762745,
2460562.343750000,*,m, 153.087395374,  10.478626737,  1.96711209956768,  1.2129554,
2460562.375000000,*,m, 153.116327986,  10.468252730,  1.96713421680537,  1.2355681,
2460562.406250000,*,m, 153.145299326,  10.457875047,  1.96715660841983,  1.2432671,
2460562.437500000,*,m, 153.174310137,  10.447495141,  1.96717900191580,  1.2357799,
2460562.468750000,N,m, 153.203359547,  10.437114458,  1.96720112515252,  1.2134182,
2460562.500000000, ,m, 153.232445101,  10.426734378,  1.96722271680539,  1.1770651,
2460562.531250000, ,m, 153.261562860,  10.416356160,  1.96724353641213,  1.1281418,
2460562.562500000, ,m, 153.290707547,  10.405980902,  1.96726337361725,  1.0685528,
2460562.593750000, ,m, 153.319872754,  10.395609491,  1.96728205625963,  1.0006126,
2460562.625000000, ,m, 153.349051188,  10.385242575,  1.96729945699230,  0.9269568,
2460562.656250000, ,m, 153.378234950,  10.374880535,  1.96731549817999,  0.8504411,
2460562.687500000, , , 153.407415837,  10.364523475,  1.96733015488634,  0.7740309,
2460562.718750000, , , 153.436585664,  10.354171214,  1.96734345583566,  0.7006880,
2460562.750000000, , , 153.465736570,  10.343823298,  1.96735548231242,  0.6332565,
2460562.781250000, , , 153.494861328,  10.333479015,  1.96736636504032,  0.5743535,
2460562.812500000, , , 153.523953616,  10.323137424,  1.96737627916099,  0.5262682,
2460562.843750000, , , 153.553008266,  10.312797394,  1.96738543750479,  0.4908745,
2460562.875000000, , , 153.582021456,  10.302457643,  1.96739408241237,  0.4695582,
2460562.906250000,A, , 153.610990865,  10.292116792,  1.96740247642095,  0.4631644,
2460562.937500000,C, , 153.639915755,  10.281773416,  1.96741089217325,  0.4719643,
2460562.968750000,*, , 153.668797003,  10.271426102,  1.96741960193681,  0.4956452,
2460563.000000000,*, , 153.697637066,  10.261073497,  1.96742886713665,  0.5333221,
2460563.031250000,*, , 153.726439888,  10.250714368,  1.96743892830356,  0.5835721,
2460563.062500000,*, , 153.755210746,  10.240347643,  1.96744999582478,  0.6444884,
2460563.093750000,*,m, 153.783956051,  10.229972456,  1.96746224185257,  0.7137543,
2460563.125000000,*,m, 153.812683095,  10.219588176,  1.96747579368229,  0.7887316,
2460563.156250000,*,m, 153.841399778,  10.209194435,  1.96749072885462,  0.8665626,
2460563.187500000,*,m, 153.870114299,  10.198791141,  1.96750707217052,  0.9442795,
2460563.218750000,*,m, 153.898834845,  10.188378476,  1.96752479473393,  1.0189186,
2460563.250000000,*,m, 153.927569270,  10.177956897,  1.96754381505921,  1.0876345,
2460563.281250000,*,m, 153.956324800,  10.167527110,  1.96756400220075,  1.1478092,
2460563.312500000,*,m, 153.985107752,  10.157090050,  1.96758518078457,  1.1971533,
2460563.343750000,*,m, 154.013923291,  10.146646836,  1.96760713774840,  1.2337932,
2460563.375000000,*,m, 154.042775232,  10.136198737,  1.96762963053112,  1.2563439,
2460563.406250000,*,m, 154.071665893,  10.125747115,  1.96765239639655,  1.2639619,
2460563.437500000,*,m, 154.100596009,  10.115293379,  1.96767516253326,  1.2563778,
$$EOE
***********************************************************************************
Column meaning:
 
TIME

  Times PRIOR to 1962 are UT1, a mean-solar time closely related to the
prior but now-deprecated GMT. Times AFTER 1962 are in UTC, the current
civil or "wall-clock" time-scale. UTC is kept within 0.9 seconds of UT1
using integer leap-seconds for 1972 and later years.

  Conversion from the internal Barycentric Dynamical Time (TDB) of solar
system dynamics to the non-uniform civil UT time-scale requested for output
has not been determined for UTC times after the next July or January 1st.
Therefore, the last known leap-second is used as a constant over future
intervals.

  Time tags refer to the UT time-scale conversion from TDB on Earth
regardless of observer location within the solar system, although clock
rates may differ due to the local gravity field and no analog to "UT"
may be defined for that location.

  Any 'b' symbol in the 1st-column denotes a B.C. date. First-column blank
(" ") denotes an A.D. date.
 
CALENDAR SYSTEM

  Mixed calendar mode was active such that calendar dates after AD 1582-Oct-15
(if any) are in the modern Gregorian system. Dates prior to 1582-Oct-5 (if any)
are in the Julian calendar system, which is automatically extended for dates
prior to its adoption on 45-Jan-1 BC.  The Julian calendar is useful for
matching historical dates. The Gregorian calendar more accurately corresponds
to the Earth's orbital motion and seasons. A "Gregorian-only" calendar mode is
available if such physical events are the primary interest.

  NOTE: "n.a." in output means quantity "not available" at the print-time.
 
SOLAR PRESENCE (OBSERVING SITE)
  Time tag is followed by a blank, then a solar-presence symbol:

       '*'  Daylight (refracted solar upper-limb on or above apparent horizon)
       'C'  Civil twilight/dawn
       'N'  Nautical twilight/dawn
       'A'  Astronomical twilight/dawn
       ' '  Night OR geocentric ephemeris

LUNAR PRESENCE (OBSERVING SITE)
  The solar-presence symbol is immediately followed by a lunar-presence symbol:

       'm'  Refracted upper-limb of Moon on or above apparent horizon
       ' '  Refracted upper-limb of Moon below apparent horizon OR geocentric
            ephemeris
 
 'R.A.___(ICRF), DEC____(ICRF),' =
  Astrometric right ascension and declination of the target center with
respect to the observing site (coordinate origin) in the reference frame of
the planetary ephemeris (ICRF). Compensated for down-leg light-time delay
aberration.

  Units: RA  in decimal degrees,  ddd.fffff{ffff}
         DEC in decimal degrees,  sdd.fffff{ffff}
 
 'delta,     deldot,' =
   Apparent range ("delta", light-time aberrated) and range-rate ("delta-dot")
of the target center relative to the observer. A positive "deldot" means the
target center is moving away from the observer, negative indicates movement
toward the observer.  Units: AU and KM/S

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/horizons_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Author      : Jon.D.Giorgini@jpl.nasa.gov

***********************************************************************************
