*******************************************************************************
JPL/HORIZONS                     (2024 SH7)                2025-Sep-17 16:40:47
Rec #:50594093 (+COV) Soln.date: 2024-Oct-03_06:52:26        # obs: 39 (2 days)
 
IAU76/J2000 helio. ecliptic osc. elements (au, days, deg., period=Julian yrs):
 
  EPOCH=  2460584.5 ! 2024-Oct-01.00 (TDB)         Residual RMS= .47561
   EC= .3600832908203003   QR= 1.017654154919742   TP= 2460595.0499859117
   OM= 188.5881893351531   W=  191.1982611418899   IN= 17.56296487704837
   A= 1.590291580640641    MA= 354.815094873951    ADIST= 2.16292900636154
   PER= 2.0055             N= .491460858           ANGMOM= .020237847
   DAN= 2.14               DDN= 1.02281            L= 19.2767632
   B= -3.3595692           MOID= .021605           TP= 2024-Oct-11.5499859117
 
Asteroid physical parameters (km, seconds, rotational period in hours):
   GM= n.a.                RAD= n.a.               ROTPER= n.a.
   H= 27.31                G= .150                 B-V= n.a.
                           ALBEDO= n.a.            STYP= n.a.

ASTEROID comments: 
1: soln ref.= JPL#3, OCC=7
2: source=ORB
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Wed Sep 17 16:40:48 2025 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: (2024 SH7)                      {source: JPL#3}
Center body name: Earth (399)                     {source: DE441}
Center-site name: Cerro Tololo Observatory, La Serena
*******************************************************************************
Start time      : A.D. 2024-Sep-05 00:00:00.0000 UT      
Stop  time      : A.D. 2024-Sep-09 23:00:00.0000 UT      
Step-size       : 45 minutes
*******************************************************************************
Target pole/equ : undefined
Target radii    : undefined                                                    
Center geodetic : 289.1941, -30.1691165, 2.38888  {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 289.1941,5520.92438,-3187.79599 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Small-body perts: Yes                             {source: SB441-N16}
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : JD  
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.250917.p251213                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2025-SEP-17. PREDICTS-> 2025-DEC-12
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2460584.5 ! 2024-Oct-01.00 (TDB)         Residual RMS= .47561        
   EC= .3600832908203003   QR= 1.017654154919742   TP= 2460595.0499859117      
   OM= 188.5881893351531   W=  191.1982611418899   IN= 17.56296487704837       
  Equivalent ICRF heliocentric cartesian coordinates (au, au/d):
   X= 1.013274395621910E+00  Y= 1.301704033367190E-01  Z= 5.978525915411807E-02
  VX=-3.684064932748442E-03 VY= 1.936761348541968E-02 VZ= 1.889471871439953E-03
Asteroid physical parameters (km, seconds, rotational period in hours):        
   GM= n.a.                RAD= n.a.               ROTPER= n.a.                
   H= 27.31                G= .150                 B-V= n.a.                   
                           ALBEDO= n.a.            STYP= n.a.                  
***********************************************************************************
Date_________JDUT, , , R.A.___(ICRF), DEC____(ICRF),             delta,     deldot,
2460559.843750000, , , 300.596340678,  49.519009591,  0.15881461682895, -9.9662000,
2460559.875000000, , , 300.605335482,  49.518157490,  0.15863463211006, -9.9792141,
2460559.906250000,A, , 300.615121271,  49.517419855,  0.15845432585635,-10.0017186,
2460559.937500000,C, , 300.625635172,  49.516867066,  0.15827353379166,-10.0328772,
2460559.968750000,*, , 300.636787650,  49.516562153,  0.15809210980538,-10.0715198,
2460560.000000000,*, , 300.648465912,  49.516558345,  0.15790993158326,-10.1161882,
2460560.031250000,*,m, 300.660538215,  49.516897010,  0.15772690531918,-10.1651918,
2460560.062500000,*,m, 300.672858901,  49.517606032,  0.15754296932768,-10.2166734,
2460560.093750000,*,m, 300.685273977,  49.518698717,  0.15735809641812,-10.2686803,
2460560.125000000,*,m, 300.697627022,  49.520173241,  0.15717229494029,-10.3192397,
2460560.156250000,*,m, 300.709765204,  49.522012687,  0.15698560846093,-10.3664346,
2460560.187500000,*,m, 300.721545173,  49.524185659,  0.15679811408425,-10.4084777,
2460560.218750000,*,m, 300.732838604,  49.526647444,  0.15660991948036,-10.4437804,
2460560.250000000,*,m, 300.743537191,  49.529341705,  0.15642115873621,-10.4710135,
2460560.281250000,*,m, 300.753556877,  49.532202609,  0.15623198718784,-10.4891591,
2460560.312500000,*,m, 300.762841181,  49.535157339,  0.15604257543261,-10.4975496,
2460560.343750000,*,m, 300.771363467,  49.538128880,  0.15585310275180,-10.4958935,
2460560.375000000,*,m, 300.779128070,  49.541038982,  0.15566375019634,-10.4842868,
2460560.406250000,*,m, 300.786170239,  49.543811175,  0.15547469360256,-10.4632095,
2460560.437500000,*,m, 300.792554875,  49.546373731,  0.15528609680706,-10.4335070,
2460560.468750000,N,m, 300.798374119,  49.548662456,  0.15509810532326,-10.3963576,
2460560.500000000, ,m, 300.803743870,  49.550623199,  0.15491084072389,-10.3532274,
2460560.531250000, ,m, 300.808799375,  49.552213970,  0.15472439594729,-10.3058129,
2460560.562500000, ,m, 300.813690041,  49.553406612,  0.15453883170919,-10.2559766,
2460560.593750000, , , 300.818573686,  49.554187919,  0.15435417415937,-10.2056739,
2460560.625000000, , , 300.823610445,  49.554560191,  0.15417041387404,-10.1568783,
2460560.656250000, , , 300.828956574,  49.554541178,  0.15398750622295,-10.1115050,
2460560.687500000, , , 300.834758380,  49.554163424,  0.15380537309701,-10.0713366,
2460560.718750000, , , 300.841146544,  49.553473040,  0.15362390592906,-10.0379545,
2460560.750000000, , , 300.848231029,  49.552527941,  0.15344296989060,-10.0126779,
2460560.781250000, , , 300.856096791,  49.551395624,  0.15326240910150, -9.9965128,
2460560.812500000, , , 300.864800458,  49.550150575,  0.15308205265062, -9.9901134,
2460560.843750000, , , 300.874368100,  49.548871402,  0.15290172119435, -9.9937568,
2460560.875000000, , , 300.884794177,  49.547637803,  0.15272123387776,-10.0073330,
2460560.906250000,A, , 300.896041713,  49.546527489,  0.15254041531098,-10.0303484,
2460560.937500000,C, , 300.908043673,  49.545613190,  0.15235910233217,-10.0619459,
2460560.968750000,*, , 300.920705504,  49.544959837,  0.15217715029615,-10.1009375,
2460561.000000000,*, , 300.933908732,  49.544622049,  0.15199443864744,-10.1458505,
2460561.031250000,*, , 300.947515482,  49.544642013,  0.15181087556334,-10.1949841,
2460561.062500000,*,m, 300.961373748,  49.545047829,  0.15162640148922,-10.2464750,
2460561.093750000,*,m, 300.975323211,  49.545852404,  0.15144099143061,-10.2983693,
2460561.125000000,*,m, 300.989201391,  49.547052918,  0.15125465591422,-10.3486975,
2460561.156250000,*,m, 301.002849892,  49.548630890,  0.15106744058143,-10.3955507,
2460561.187500000,*,m, 301.016120510,  49.550552848,  0.15087942442987,-10.4371536,
2460561.218750000,*,m, 301.028880966,  49.552771577,  0.15069071677042,-10.4719332,
2460561.250000000,*,m, 301.041020054,  49.555227892,  0.15050145301659,-10.4985795,
2460561.281250000,*,m, 301.052451991,  49.557852881,  0.15031178946757,-10.5160958,
2460561.312500000,*,m, 301.063119813,  49.560570531,  0.15012189728535,-10.5238371,
2460561.343750000,*,m, 301.072997672,  49.563300635,  0.14993195589752,-10.5215354,
2460561.375000000,*,m, 301.082091940,  49.565961875,  0.14974214607934,-10.5093100,
2460561.406250000,*,m, 301.090441084,  49.568474959,  0.14955264298179,-10.4876628,
2460561.437500000,*,m, 301.098114283,  49.570765690,  0.14936360937465,-10.4574593,
2460561.468750000,N,m, 301.105208862,  49.572767857,  0.14917518936540,-10.4198954,
2460561.500000000, ,m, 301.111846618,  49.574425816,  0.14898750283719,-10.3764508,
2460561.531250000, ,m, 301.118169179,  49.575696683,  0.14880064082115,-10.3288325,
2460561.562500000, ,m, 301.124332582,  49.576552027,  0.14861466198242,-10.2789083,
2460561.593750000, ,m, 301.130501265,  49.576979013,  0.14842959035630,-10.2286352,
2460561.625000000, , , 301.136841720,  49.576980940,  0.14824541442233,-10.1799834,
2460561.656250000, , , 301.143516047,  49.576577149,  0.14806208755218,-10.1348604,
2460561.687500000, , , 301.150675666,  49.575802309,  0.14787952981388,-10.0950371,
2460561.718750000, , , 301.158455431,  49.574705111,  0.14769763106234,-10.0620796,
2460561.750000000, , , 301.166968381,  49.573346401,  0.14751625519593,-10.0372887,
2460561.781250000, , , 301.176301332,  49.571796855,  0.14733524541407,-10.0216498,
2460561.812500000, , , 301.186511476,  49.570134258,  0.14715443027195,-10.0157951,
2460561.843750000, , , 301.197624131,  49.568440510,  0.14697363029794,-10.0199790,
2460561.875000000, , , 301.209631717,  49.566798473,  0.14679266491793,-10.0340687,
2460561.906250000,A, , 301.222494000,  49.565288769,  0.14661135941905,-10.0575498,
2460561.937500000,C, , 301.236139597,  49.563986672,  0.14642955168470,-10.0895455,
2460561.968750000,*, , 301.250468677,  49.562959197,  0.14624709844134,-10.1288513,
2460562.000000000,*, , 301.265356761,  49.562262503,  0.14606388077715,-10.1739810,
2460562.031250000,*, , 301.280659462,  49.561939712,  0.14587980872077,-10.2232243,
2460562.062500000,*,m, 301.296218008,  49.562019217,  0.14569482470459,-10.2747124,
2460562.093750000,*,m, 301.311865315,  49.562513563,  0.14550890578008,-10.3264904,
2460562.125000000,*,m, 301.327432393,  49.563418922,  0.14532206450026,-10.3765920,
2460562.156250000,*,m, 301.342754843,  49.564715196,  0.14513434843600,-10.4231157,
2460562.187500000,*,m, 301.357679197,  49.566366744,  0.14494583834439,-10.4642976,
2460562.218750000,*,m, 301.372068853,  49.568323711,  0.14475664505967,-10.4985796,
2460562.250000000,*,m, 301.385809394,  49.570523894,  0.14456690522572,-10.5246690,
2460562.281250000,*,m, 301.398813067,  49.572895105,  0.14437677603390,-10.5415890,
2460562.312500000,*,m, 301.411022264,  49.575357914,  0.14418642916805,-10.5487158,
2460562.343750000,*,m, 301.422411851,  49.577828689,  0.14399604418928,-10.5458032,
2460562.375000000,*,m, 301.432990254,  49.580222807,  0.14380580161512,-10.5329917,
2460562.406250000,*,m, 301.442799263,  49.582457920,  0.14361587595955,-10.5108038,
2460562.437500000,*,m, 301.451912533,  49.584457142,  0.14342642900228,-10.4801237,
2460562.468750000,N,m, 301.460432852,  49.586152044,  0.14323760354749,-10.4421630,
2460562.500000000, ,m, 301.468488262,  49.587485326,  0.14304951791328,-10.3984146,
2460562.531250000, ,m, 301.476227186,  49.588413073,  0.14286226136533,-10.3505945,
2460562.562500000, ,m, 301.483812742,  49.588906494,  0.14267589067176,-10.3005760,
2460562.593750000, ,m, 301.491416471,  49.588953078,  0.14249042791284,-10.2503171,
2460562.625000000, ,m, 301.499211710,  49.588557126,  0.14230585963058,-10.2017850,
2460562.656250000, ,m, 301.507366887,  49.587739621,  0.14212213735126,-10.1568800,
2460562.687500000, , , 301.516038983,  49.586537456,  0.14193917946038,-10.1173622,
2460562.718750000, , , 301.525367434,  49.585002037,  0.14175687435722,-10.0847835,
2460562.750000000, , , 301.535468701,  49.583197322,  0.14157508476657,-10.0604278,
2460562.781250000, , , 301.546431729,  49.581197371,  0.14139365304021,-10.0452614,
2460562.812500000, , , 301.558314459,  49.579083499,  0.14121240724272,-10.0398960,
2460562.843750000, , , 301.571141552,  49.576941143,  0.14103116778598,-10.0445652,
2460562.875000000, , , 301.584903382,  49.574856577,  0.14084975435602,-10.0591156,
2460562.906250000,A, , 301.599556357,  49.572913580,  0.14066799286477,-10.0830130,
2460562.937500000,C, , 301.615024553,  49.571190201,  0.14048572215900,-10.1153629,
2460562.968750000,*, , 301.631202582,  49.569755747,  0.14030280022821,-10.1549456,
2460563.000000000,*, , 301.647959600,  49.568668092,  0.14011910967310,-10.2002624,
2460563.031250000,*, , 301.665144294,  49.567971432,  0.13993456222488,-10.2495944,
2460563.062500000,*, , 301.682590658,  49.567694550,  0.13974910214225,-10.3010680,
2460563.093750000,*,m, 301.700124344,  49.567849676,  0.13956270835621,-10.3527272,
2460563.125000000,*,m, 301.717569348,  49.568431972,  0.13937539528053,-10.4026087,
2460563.156250000,*,m, 301.734754767,  49.569419671,  0.13918721225718,-10.4488180,
2460563.187500000,*,m, 301.751521395,  49.570774863,  0.13899824165792,-10.4896015,
2460563.218750000,*,m, 301.767727879,  49.572444903,  0.13880859571483,-10.5234146,
2460563.250000000,*,m, 301.783256226,  49.574364388,  0.13861841220112,-10.5489809,
2460563.281250000,*,m, 301.798016423,  49.576457632,  0.13842784912779,-10.5653415,
2460563.312500000,*,m, 301.811950019,  49.578641540,  0.13823707865957,-10.5718920,
2460563.343750000,*,m, 301.825032488,  49.580828792,  0.13804628048369,-10.5684059,
2460563.375000000,*,m, 301.837274313,  49.582931189,  0.13785563488656,-10.5550437,
2460563.406250000,*,m, 301.848720710,  49.584863058,  0.13766531580491,-10.5323462,
2460563.437500000,*,m, 301.859450015,  49.586544573,  0.13747548411942,-10.5012146,
$$EOE
***********************************************************************************
Column meaning:
 
TIME

  Times PRIOR to 1962 are UT1, a mean-solar time closely related to the
prior but now-deprecated GMT. Times AFTER 1962 are in UTC, the current
civil or "wall-clock" time-scale. UTC is kept within 0.9 seconds of UT1
using integer leap-seconds for 1972 and later years.

  Conversion from the internal Barycentric Dynamical Time (TDB) of solar
system dynamics to the non-uniform civil UT time-scale requested for output
has not been determined for UTC times after the next July or January 1st.
Therefore, the last known leap-second is used as a constant over future
intervals.

  Time tags refer to the UT time-scale conversion from TDB on Earth
regardless of observer location within the solar system, although clock
rates may differ due to the local gravity field and no analog to "UT"
may be defined for that location.

  Any 'b' symbol in the 1st-column denotes a B.C. date. First-column blank
(" ") denotes an A.D. date.
 
CALENDAR SYSTEM

  Mixed calendar mode was active such that calendar dates after AD 1582-Oct-15
(if any) are in the modern Gregorian system. Dates prior to 1582-Oct-5 (if any)
are in the Julian calendar system, which is automatically extended for dates
prior to its adoption on 45-Jan-1 BC.  The Julian calendar is useful for
matching historical dates. The Gregorian calendar more accurately corresponds
to the Earth's orbital motion and seasons. A "Gregorian-only" calendar mode is
available if such physical events are the primary interest.

  NOTE: "n.a." in output means quantity "not available" at the print-time.
 
SOLAR PRESENCE (OBSERVING SITE)
  Time tag is followed by a blank, then a solar-presence symbol:

       '*'  Daylight (refracted solar upper-limb on or above apparent horizon)
       'C'  Civil twilight/dawn
       'N'  Nautical twilight/dawn
       'A'  Astronomical twilight/dawn
       ' '  Night OR geocentric ephemeris

LUNAR PRESENCE (OBSERVING SITE)
  The solar-presence symbol is immediately followed by a lunar-presence symbol:

       'm'  Refracted upper-limb of Moon on or above apparent horizon
       ' '  Refracted upper-limb of Moon below apparent horizon OR geocentric
            ephemeris
 
 'R.A.___(ICRF), DEC____(ICRF),' =
  Astrometric right ascension and declination of the target center with
respect to the observing site (coordinate origin) in the reference frame of
the planetary ephemeris (ICRF). Compensated for down-leg light-time delay
aberration.

  Units: RA  in decimal degrees,  ddd.fffff{ffff}
         DEC in decimal degrees,  sdd.fffff{ffff}
 
 'delta,     deldot,' =
   Apparent range ("delta", light-time aberrated) and range-rate ("delta-dot")
of the target center relative to the observer. A positive "deldot" means the
target center is moving away from the observer, negative indicates movement
toward the observer.  Units: AU and KM/S

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/horizons_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Author      : Jon.D.Giorgini@jpl.nasa.gov

***********************************************************************************
